"Vendor	Name",,
"1931	Happ Controls", Inc.,
"1932	GTCO/CalComp",,
"1934	Brincom", Inc.,
"1936	Pro-Image Manufacturing Co.", Ltd,
"1937	Copartner Wire and Cable Mfg. Corp.",,
"1938	Axis Communications AB",,
"1939	Wha Yu Industrial Co.", Ltd,
"1940	ABL Electronics Corp.",,
"1941	RealChip", Inc.,
"1942	Certicom Corp.",,
"1943	Grandtech Semiconductor Corp.",,
"1944	Optelec",,
"1945	Altera",,
"1947	Sagem",,
"1949	Alfadata Computer Corp.",,
"1953	Digicom S.p.A.",,
"1954	National Technical Systems",,
"1955	Onnto Corp.",,
"1956	Be", Inc.,
"1958	ADMtek", Inc.,
"1962	Corega K.K.",,
"1963	Freecom Technologies",,
"1967	Microtech",,
"1968	Trust Technologies",,
"1969	IMP", Inc.,
"1970	Motorola BCS", Inc.,
"1971	Plustek", Inc.,
"1972	Olympus Optical Co.", Ltd,
"1973	Mega World International", Ltd,
"1974	Marubun Corp.",,
"1975	TIME Interconnect", Ltd,
"1976	AboCom Systems Inc",,
"1980	Canon Computer Systems", Inc.,
"1981	Webgear", Inc.,
"1982	Veridicom",,
"1984	Code Mercenaries Hard- und Software GmbH",,
"1985	Keisokugiken",,
"1988	Datafab Systems", Inc.,
"1989	APG Cash Drawer",,
"1990	ShareWave", Inc.,
"1991	Powertech Industrial Co.", Ltd,
"1992	B.U.G.", Inc.,
"1993	Allied Telesyn International",,
"1994	AVerMedia Technologies", Inc.,
"1995	Kingmax Technology", Inc.,
"1996	Carry Computer Eng.", Co., Ltd
"1997	Elektor",,
"1999	Casio Computer Co.", Ltd,
"2000	Dazzle",,
"2001	D-Link System",,
"2002	Aptio Products", Inc.,
"2003	Cyberdata Corp.",,
"2005	Radiant Systems",,
"2007	GCC Technologies", Inc.,
"2010	Arasan Chip Systems",,
"2014	Diamond Multimedia",,
"2015	David Electronics Co.", Ltd,
"2017	Ambient Technologies", Inc.,
"2018	Elmeg GmbH & Co.", Ltd,
"2019	Planex Communications", Inc.,
"2020	Movado Enterprise Co.", Ltd,
"2021	QPS", Inc.,
"2022	Allied Cable Corp.",,
"2023	Mirvo Toys", Inc.,
"2024	Labsystems",,
"2026	Iwatsu Electric Co.", Ltd,
"2027	Double-H Technology Co.", Ltd,
"2028	Taiyo Electric Wire & Cable Co.", Ltd,
"2030	Torex Retail (formerly Logware)",,
"2031	STSN",,
"2034	Microcomputer Applications", Inc.,
"2038	Circuit Assembly Corp.",,
"2039	Century Corp.",,
"2041	Dotop Technology", Inc.,
"2042	DrayTek Corp.",,
"2045	Mark of the Unicorn",,
"2047	Unknown",,
"2049	MagTek",,
"2050	Mako Technologies", LLC,
"2051	Zoom Telephonics", Inc.,
"2057	Genicom Technology", Inc.,
"2058	Evermuch Technology Co.", Ltd,
"2059	Cross Match Technologies",,
"2060	Datalogic S.p.A.",,
"2061	Teco Image Systems Co.", Ltd,
"2064	Personal Communication Systems", Inc.,
"2067	Mattel", Inc.,
"2073	eLicenser",,
"2074	MG Logic",,
"2075	Indigita Corp.",,
"2076	Mipsys",,
"2078	AlphaSmart", Inc.,
"2082	Reudo Corp.",,
"2085	GC Protronics",,
"2086	Data Transit",,
"2087	BroadLogic", Inc.,
"2088	Sato Corp.",,
"2089	DirecTV Broadband", Inc. (Telocity),
"2093	Handspring",,
"2096	Palm", Inc.,
"2098	Kouwell Electronics Corp.",,
"2099	Sourcenext Corp.",,
"2101	Action Star Enterprise Co.", Ltd,
"2105	Samsung Techwin Co.", Ltd,
"2106	Accton Technology Corp.",,
"2111	Global Village",,
"2112	Argosy Research", Inc.,
"2113	Rioport.com", Inc.,
"2116	Welland Industrial Co.", Ltd,
"2118	NetGear", Inc.,
"2125	Minton Optic Industry Co.", Inc.,
"2126	KB Gear",,
"2127	Empeg",,
"2128	Fast Point Technologies", Inc.,
"2129	Macronix International Co.", Ltd,
"2130	CSEM",,
"2131	Topre Corporation",,
"2132	ActiveWire", Inc.,
"2134	B&B Electronics",,
"2136	Hitachi Maxell", Ltd,
"2137	Minolta Systems Laboratory", Inc.,
"2138	Xircom",,
"2140	ColorVision", Inc.,
"2146	Teletrol Systems", Inc.,
"2147	Filanet Corp.",,
"2148	NetGear", Inc.,
"2151	Data Translation", Inc.,
"2154	Emagic Soft- und Hardware GmbH",,
"2156	DeTeWe - Deutsche Telephonwerke AG & Co.",,
"2158	System TALKS", Inc.,
"2159	MEC IMEX", Inc.,
"2160	Metricom",,
"2161	SanDisk", Inc.,
"2163	Xpeed", Inc.,
"2164	A-Tec Subsystem", Inc.,
"2169	Comtrol Corp.",,
"2172	Adesso/Kbtek America", Inc.,
"2173	Jaton Corp.",,
"2174	Fujitsu Computer Products of America",,
"2175	Virtual IP Group", Inc.,
"2176	APT Technologies", Inc.,
"2179	Recording Industry Association of America (RIAA)",,
"2181	Boca Research", Inc.,
"2182	XAC Automation Corp.",,
"2183	Hannstar Electronics Corp.",,
"2187	MassWorks", Inc.,
"2188	Swecoin AB",,
"2190	iLok",,
"2194	DioGraphy", Inc.,
"2199	Lauterbach",,
"2204	United Technologies Research Cntr.",,
"2205	Icron Technologies Corp.",,
"2206	NST Co.", Ltd,
"2207	Primex Aerospace Co.",,
"2213	e9", Inc.,
"2216	Andrea Electronics",,
"2222	Macally (Mace Group", Inc.),
"2228	Sorenson Vision", Inc.,
"2231	NATSU",,
"2232	J. Gordon Electronic Design", Inc.,
"2233	RadioShack Corp. (Tandy)",,
"2235	Texas Instruments Japan",,
"2237	Citizen Watch Co.", Ltd,
"2243	Precise Biometrics",,
"2244	Proxim", Inc.,
"2247	Key Nice Enterprise Co.", Ltd,
"2248	2Wire", Inc.,
"2249	Nippon Telegraph and Telephone Corp.",,
"2250	Aiptek International", Inc.,
"2253	Jue Hsun Ind. Corp.",,
"2254	Long Well Electronics Corp.",,
"2255	Productivity Enhancement Products",,
"2257	smartBridges", Inc.,
"2259	Virtual Ink",,
"2260	Fujitsu Siemens Computers",,
"2264	IXXAT Automation GmbH",,
"2265	Increment P Corp.",,
"2269	Billionton Systems", Inc.,
"2270	???",,
"2271	Spyrus", Inc.,
"2275	Olitec", Inc.,
"2276	Pioneer Corp.",,
"2277	Litronic",,
"2278	Gemplus",,
"2279	Pan-International Wire & Cable",,
"2280	Integrated Memory Logic",,
"2281	Extended Systems", Inc.,
"2282	Ericsson", Inc., Blue Ridge Labs
"2284	M-Systems Flash Disk Pioneers",,
"2285	MediaTek Inc.",,
"2286	CCSI/Hesso",,
"2288	Corex Technologies",,
"2289	CTI Electronics Corp.",,
"2290	Gotop Information Inc.",,
"2293	SysTec Co.", Ltd,
"2294	Logic 3 International", Ltd,
"2295	Vernier",,
"2296	Keen Top International Enterprise Co.", Ltd,
"2297	Wipro Technologies",,
"2298	Caere",,
"2299	Socket Communications",,
"2300	Sicon Cable Technology Co.", Ltd,
"2301	Digianswer A/S",,
"2303	AuthenTec", Inc.,
"2304	Pinnacle Systems", Inc.,
"2305	VST Technologies",,
"2310	Faraday Technology Corp.",,
"2312	ShenZhen SANZHAI Technology Co.",Ltd,
"2313	Audio-Technica Corp.",,
"2314	Trumpion Microelectronics", Inc.,
"2315	Neurosmith",,
"2316	Silicon Motion", Inc. - Taiwan (formerly Feiya Technology Corp.),
"2317	Multiport Computer Vertriebs GmbH",,
"2318	Shining Technology", Inc.,
"2319	Fujitsu Devices", Inc.,
"2320	Alation Systems", Inc.,
"2321	Philips Speech Processing",,
"2322	Voquette", Inc.,
"2325	GlobeSpan", Inc.,
"2327	SmartDisk Corp.",,
"2329	Tiger Electronics",,
"2334	Garmin International",,
"2336	Echelon Co.",,
"2337	GoHubs", Inc.,
"2338	Dymo-CoStar Corp.",,
"2339	IC Media Corp.",,
"2340	Xerox",,
"2341	Lakeview Research",,
"2343	Summus", Ltd,
"2344	Oxford Semiconductor", Ltd,
"2345	American Biometric Co.",,
"2346	Toshiba Information & Industrial Sys. And Services",,
"2347	Sena Technologies", Inc.,
"2351	Northern Embedded Science/CAVNEX",,
"2352	Toshiba Corp.",,
"2353	Harmonic Data Systems", Ltd,
"2354	Crescentec Corp.",,
"2355	Quantum Corp.",,
"2356	Netcom Systems",,
"2358	NuTesla",,
"2361	Lumberg", Inc.,
"2362	Pixart Imaging", Inc.,
"2363	Plextor Corp.",,
"2364	Intrepid Control Systems", Inc.,
"2365	InnoSync", Inc.,
"2366	J.S.T. Mfg. Co.", Ltd,
"2367	Olympia Telecom Vertriebs GmbH",,
"2368	Japan Storage Battery Co.", Ltd,
"2369	Photobit Corp.",,
"2370	i2Go.com", LLC,
"2371	HCL Technologies India Private", Ltd,
"2372	KORG", Inc.,
"2373	Pasco Scientific",,
"2376	Kronauer music in digital",,
"2379	Linkup Systems Corp.",,
"2381	Cable Television Laboratories",,
"2383	Yano",,
"2385	Kingston Technology",,
"2388	RPM Systems Corp.",,
"2389	NVidia Corp.",,
"2390	BSquare Corp.",,
"2391	Agilent Technologies", Inc.,
"2392	CompuLink Research", Inc.,
"2393	Cologne Chip AG",,
"2394	Portsmith",,
"2395	Medialogic Corp.",,
"2396	K-Tec Electronics",,
"2397	Polycom", Inc.,
"2407	Acer (??)",,
"2408	Catalyst Enterprises", Inc.,
"2414	Feitian Technologies", Inc.,
"2417	Gretag-Macbeth AG",,
"2419	Schlumberger",,
"2420	Datagraphix", a business unit of Anacomp,
"2421	OL'E Communications", Inc.,
"2422	Adirondack Wire & Cable",,
"2423	Lightsurf Technologies",,
"2424	Beckhoff GmbH",,
"2425	Jeilin Technology Corp.", Ltd,
"2426	Minds At Work LLC",,
"2427	Knudsen Engineering", Ltd,
"2428	Marunix Co.", Ltd,
"2429	Rosun Technologies", Inc.,
"2431	Barun Electronics Co.", Ltd,
"2433	Oak Technology", Ltd,
"2436	Apricorn",,
"2437	cab Produkttechnik GmbH & Co KG",,
"2438	Matsushita Electric Works", Ltd.,
"2444	Vitana Corp.",,
"2445	INDesign",,
"2446	Integrated Intellectual Property", Inc.,
"2447	Kenwood TMI Corp.",,
"2451	Gemstar eBook Group", Ltd,
"2454	Integrated Telecom Express", Inc.,
"2458	Zippy Technology Corp.",,
"2467	PairGain Technologies",,
"2468	Contech Research", Inc.,
"2469	VCON Telecommunications",,
"2470	Poinchips",,
"2471	Data Transmission Network Corp.",,
"2472	Lin Shiung Enterprise Co.", Ltd,
"2473	Smart Card Technologies Co.", Ltd,
"2474	Intersil Corp.",,
"2475	Japan Cash Machine Co.", Ltd.,
"2478	Tripp Lite",,
"2482	Franklin Electronic Publishers", Inc.,
"2483	Altius Solutions", Inc.,
"2484	MDS Telephone Systems",,
"2485	Celltrix Technology Co.", Ltd,
"2492	Grundig",,
"2494	MySmart.Com",,
"2495	Auerswald GmbH & Co. KG",,
"2496	Genpix Electronics", LLC,
"2497	Arris Interactive LLC",,
"2498	Nisca Corp.",,
"2499	ActivCard", Inc.,
"2500	ACTiSYS Corp.",,
"2501	Memory Corp.",,
"2508	Workbit Corp.",,
"2509	Psion Dacom Home Networks", Ltd,
"2510	City Electronics", Ltd,
"2511	Electronics Testing Center", Taiwan,
"2513	NeoMagic", Inc.,
"2514	Vreelin Engineering", Inc.,
"2515	Com One",,
"2519	Novatel Wireless",,
"2521	KRF Tech", Ltd,
"2522	A4 Tech Co.", Ltd,
"2523	Measurement Computing Corp.",,
"2524	Aimex Corp.",,
"2525	Fellowes", Inc.,
"2527	Addonics Technologies Corp.",,
"2529	Intellon Corp.",,
"2533	Jo-Dan International", Inc.,
"2534	Silutia", Inc.,
"2535	Real 3D", Inc.,
"2536	AKAI  Professional M.I. Corp.",,
"2537	Chen-Source", Inc.,
"2539	IM Networks", Inc.,
"2543	Xitel",,
"2547	GoFlight", Inc.,
"2549	AresCom",,
"2550	RocketChips", Inc.,
"2551	Edu-Science (H.K.)", Ltd,
"2552	SoftConnex Technologies", Inc.,
"2553	Bay Associates",,
"2554	Mtek Vision",,
"2555	Altera",,
"2559	Gain Technology Corp.",,
"2560	Liquid Audio",,
"2561	ViA", Inc.,
"2567	Ontrak Control Systems Inc.",,
"2571	Cybex Computer Products Co.",,
"2577	Xentec", Inc.,
"2578	Cambridge Silicon Radio", Ltd,
"2579	Telebyte", Inc.,
"2580	Spacelabs Medical", Inc.,
"2581	Scalar Corp.",,
"2582	Trek Technology (S) PTE", Ltd,
"2583	Pentax Corp.",,
"2584	Heidelberger Druckmaschinen AG",,
"2585	Hua Geng Technologies", Inc.,
"2593	Medtronic Physio Control Corp.",,
"2594	Century Semiconductor USA", Inc.,
"2599	Datacard Group",,
"2604	AK-Modul-Bus Computer GmbH",,
"2612	TG3 Electronics", Inc.,
"2613	Radikal Technologies",,
"2617	Gilat Satellite Networks", Ltd,
"2618	PentaMedia Co.", Ltd,
"2620	NTT DoCoMo", Inc.,
"2621	Varo Vision",,
"2623	Swissonic AG",,
"2627	Boca Systems", Inc.,
"2630	Davicom Semiconductor", Inc.,
"2631	Hirose Electric",,
"2632	I/O Interconnect",,
"2635	Fujitsu Media Devices", Ltd,
"2636	Computex Co.", Ltd,
"2637	Evolution Electronics", Ltd,
"2638	Steinberg Soft-und Hardware GmbH",,
"2639	Litton Systems", Inc.,
"2640	Mimaki Engineering Co.", Ltd,
"2641	Sony Electronics", Inc.,
"2642	Jebsee Electronics Co.", Ltd,
"2643	Portable Peripheral Co.", Ltd,
"2650	Electronics For Imaging", Inc.,
"2651	EAsics NV",,
"2652	Broadcom Corp.",,
"2653	Diatrend Corp.",,
"2655	Zebra",,
"2658	MPMan",,
"2662	ClearCube Technology",,
"2663	Medeli Electronics Co.", Ltd,
"2664	Comaide Corp.",,
"2665	Chroma ate", Inc.,
"2667	Green House Co.", Ltd,
"2668	Integrated Circuit Systems", Inc.,
"2669	UPS Manufacturing",,
"2670	Benwin",,
"2671	Core Technology", Inc.,
"2672	International Game Technology",,
"2673	VIPColor Technologies USA", Inc.,
"2674	Sanwa Denshi",,
"2685	NSTL", Inc.,
"2686	Octagon Systems Corp.",,
"2688	Rexon Technology Corp.", Ltd,
"2689	Chesen Electronics Corp.",,
"2690	Syscan",,
"2691	NextComm", Inc.,
"2692	Maui Innovative Peripherals",,
"2693	Idexx Labs",,
"2694	NITGen Co.", Ltd,
"2701	Picturetel",,
"2702	Japan Aviation Electronics Industry", Ltd,
"2704	Candy Technology Co.", Ltd,
"2705	Globlink Technology", Inc.,
"2706	EGO SYStems", Inc.,
"2707	C Technologies AB",,
"2708	Intersense",,
"2723	Lava Computer Mfg.", Inc.,
"2724	Develco Elektronik",,
"2725	First International Digital",,
"2726	Perception Digital", Ltd,
"2727	Wincor Nixdorf International GmbH",,
"2728	TriGem Computer", Inc.,
"2729	Baromtec Co.",,
"2730	Japan CBM Corp.",,
"2731	Vision Shape Europe SA",,
"2732	iCompression", Inc.,
"2733	Rohde & Schwarz GmbH & Co. KG",,
"2734	NEC infrontia Corp. (Nitsuko)",,
"2735	Digitalway Co.", Ltd,
"2736	Arrow Strong Electronics Co.", Ltd,
"2737	FEIG ELECTRONIC GmbH",,
"2746	Ellisys",,
"2750	Stereo-Link",,
"2751	Diolan",,
"2755	Sanyo Semiconductor Company Micro",,
"2756	Leco Corp.",,
"2757	I & C Corp.",,
"2758	Singing Electrons", Inc.,
"2759	Panwest Corp.",,
"2760	Z-Star Microelectronics Corp.",,
"2761	Micro Solutions", Inc.,
"2762	OPEN Networks Ltd",,
"2764	Koga Electronics Co.",,
"2765	ID Tech",,
"2766	ZyDAS",,
"2767	Intoto", Inc.,
"2768	Intellix Corp.",,
"2769	Remotec Technology", Ltd,
"2770	Service & Quality Technology Co.", Ltd,
"2778	Data Encryption Systems Ltd.",,
"2787	Allion Computer", Inc.,
"2788	Taito Corp.",,
"2791	Neodym Systems", Inc.,
"2792	System Support Co.", Ltd,
"2793	North Shore Circuit Design L.L.P.",,
"2794	SciEssence", LLC,
"2795	TTP Communications", Ltd,
"2796	Neodio Technologies Corp.",,
"2800	Option",,
"2806	Silver I Co.", Ltd,
"2807	B2C2", Inc.,
"2809	Hama", Inc.,
"2812	Zaptronix Ltd",,
"2813	Tateno Dennou", Inc.,
"2814	Cummins Engine Co.",,
"2815	Jump Zone Network Products", Inc.,
"2816	INGENICO",,
"2821	ASUSTek Computer", Inc.,
"2827	Datamax-O'Neil",,
"2828	Todos AB",,
"2829	ProjectLab",,
"2830	GN Netcom",,
"2831	AVID Technology",,
"2832	Pcally",,
"2833	I Tech Solutions Co.", Ltd,
"2846	Electronic Warfare Assoc.", Inc. (EWA),
"2847	Insyde Software Corp.",,
"2848	TransDimension", Inc.,
"2849	Yokogawa Electric Corp.",,
"2850	Japan System Development Co.", Ltd,
"2851	Pan-Asia Electronics Co.", Ltd,
"2852	Link Evolution Corp.",,
"2855	Ritek Corp.",,
"2856	Kenwood Corp.",,
"2860	Village Center", Inc.,
"2864	PNY Technologies", Inc.,
"2867	Contour Design", Inc.,
"2871	Hitachi ULSI Systems Co.", Ltd,
"2872	Gear Head",,
"2873	Omnidirectional Control Technology", Inc.,
"2874	IPaxess",,
"2875	Tekram Technology Co.", Ltd,
"2876	Olivetti Techcenter",,
"2878	Kikusui Electronics Corp.",,
"2881	Hal Corp.",,
"2883	Play.com", Inc.,
"2887	Sportbug.com", Inc.,
"2888	TechnoTrend AG",,
"2889	ASCII Corp.",,
"2891	Pine Corp. Ltd.",,
"2893	Graphtec America", Inc.,
"2894	Musical Electronics", Ltd,
"2896	Dumpries Co.", Ltd,
"2897	Comfort Keyboard Co.",,
"2898	Colorado MicroDisplay", Inc.,
"2900	Sinbon Electronics Co.", Ltd,
"2902	TYI Systems", Ltd,
"2903	Beijing HanwangTechnology Co.", Ltd,
"2905	Lake Communications", Ltd,
"2906	Corel Corp.",,
"2911	Green Electronics Co.", Ltd,
"2912	Nsine", Ltd,
"2913	NEC Viewtechnology", Ltd,
"2914	Orange Micro", Inc.,
"2915	ADLink Technology", Inc.,
"2916	Wonderful Wire Cable Co.", Ltd,
"2917	Expert Magnetics Corp.",,
"2921	CacheVision",,
"2922	Maxim Integrated Products",,
"2927	Nagano Japan Radio Co.", Ltd,
"2928	PortalPlayer", Inc.,
"2929	SHIN-EI Sangyo Co.", Ltd,
"2930	Embedded Wireless Technology Co.", Ltd,
"2931	Computone Corp.",,
"2933	Roland DG Corp.",,
"2937	Sunrise Telecom", Inc.,
"2938	Zeevo", Inc.,
"2939	Taiko Denki Co.", Ltd,
"2940	ITRAN Communications", Ltd,
"2941	Astrodesign", Inc.,
"2945	id3 Semiconductors",,
"2948	Rextron Technology", Inc.,
"2949	Elkat Electronics", Sdn., Bhd.
"2950	Exputer Systems", Inc.,
"2951	Plus-One I & T", Inc.,
"2952	Sigma Koki Co.", Ltd, Technology Center
"2953	Advanced Digital Broadcast", Ltd,
"2956	SMART Technologies Inc.",,
"2965	ASIX Electronics Corp.",,
"2966	Sewon Telecom",,
"2967	O2 Micro", Inc.,
"2968	Playmates Toys", Inc.,
"2969	Audio International", Inc.,
"2971	Dipl.-Ing. Stefan Kunde",,
"2973	Softprotec Co.",,
"2975	Chippo Technologies",,
"2991	U.S. Robotics",,
"2992	Concord Camera Corp.",,
"2993	Infinilink Corp.",,
"2994	Ambit Microsystems Corp.",,
"2995	Ofuji Technology",,
"2996	High Tech Computer Corp.",,
"2997	Murata Manufacturing Co.", Ltd,
"2998	Network Alchemy",,
"2999	Joytech Computer Co.", Ltd,
"3000	Hitachi Semiconductor and Devices Sales Co.", Ltd,
"3001	Eiger M&C Co.", Ltd,
"3002	ZAccess Systems",,
"3003	General Meters Corp.",,
"3004	Assistive Technology", Inc.,
"3005	System Connection", Inc.,
"3008	Knilink Technology", Inc.,
"3009	Fuw Yng Electronics Co.", Ltd,
"3010	Seagate RSS LLC",,
"3011	IPWireless", Inc.,
"3012	Microcube Corp.",,
"3013	JCN Co.", Ltd,
"3014	ExWAY", Inc.,
"3015	X10 Wireless Technology", Inc.,
"3016	Telmax Communications",,
"3017	ECI Telecom", Ltd,
"3018	Startek Engineering", Inc.,
"3019	Perfect Technic Enterprise Co.", Ltd,
"3031	Andrew Pargeter & Associates",,
"3034	Realtek Semiconductor Corp.",,
"3035	Ericsson Business Mobile Networks BV",,
"3036	Y Media Corp.",,
"3037	Orange PCS",,
"3042	Kanda Tsushin Kogyo Co.", Ltd,
"3043	TOYO Corp.",,
"3044	Elka International", Ltd,
"3045	DOME imaging systems", Inc.,
"3046	Dong Guan Humen Wonderful Wire Cable Factory",,
"3053	Silicon Labs",,
"3054	LTK Industries", Ltd,
"3055	Way2Call Communications",,
"3056	Pace Micro Technology PLC",,
"3057	Intracom S.A.",,
"3058	Konexx",,
"3062	Addonics Technologies", Inc.,
"3063	Sunny Giken", Inc.,
"3064	Fujitsu Siemens Computers",,
"3069	Kvaser AB",,
"3076	MOTO Development Group", Inc.,
"3077	Appian Graphics",,
"3078	Hasbro Games", Inc.,
"3079	Infinite Data Storage", Ltd,
"3080	Agate",,
"3081	Comjet Information System",,
"3082	Highpoint Technologies", Inc.,
"3083	Dura Micro", Inc. (Acomdata),
"3090	Zeroplus",,
"3093	Iris Graphics",,
"3094	Gyration", Inc.,
"3095	Cyberboard A/S",,
"3096	SynerTek Korea", Inc.,
"3097	cyberPIXIE", Inc.,
"3098	Silicon Motion", Inc.,
"3099	MIPS Technologies",,
"3100	Hang Zhou Silan Electronics Co.", Ltd,
"3106	Tally Printer Corp.",,
"3107	Lernout + Hauspie",,
"3108	Taiyo Yuden",,
"3109	Sampo Corp.",,
"3110	Prolific Technology Inc.",,
"3111	RFIDeas", Inc,
"3118	Metro",,
"3125	Eagletron", Inc.,
"3126	E Ink Corp.",,
"3127	e.Digital",,
"3128	Der An Electric Wire & Cable Co.", Ltd,
"3129	IFR",,
"3130	Furui Precise Component (Kunshan) Co.", Ltd,
"3131	Komatsu", Ltd,
"3132	Radius Co.", Ltd,
"3133	Innocom", Inc.,
"3134	Nextcell", Inc.,
"3140	Motorola iDEN",,
"3141	Microdia",,
"3142	WaveRider Communications", Inc.,
"3146	ALGE-TIMING GmbH",,
"3147	Reiner SCT Kartensysteme GmbH",,
"3154	Sealevel Systems", Inc.,
"3155	ViewPLUS", Inc.,
"3156	Glory", Ltd,
"3157	Spectrum Digital", Inc.,
"3158	Billion Bright", Ltd,
"3159	Imaginative Design Operation Co.", Ltd,
"3160	Vidar Systems Corp.",,
"3161	Dong Guan Shinko Wire Co.", Ltd,
"3162	TRS International Mfg.", Inc.,
"3166	Xytronix Research & Design",,
"3168	Apogee Electronics Corp.",,
"3170	Chant Sincere Co.", Ltd,
"3171	Toko", Inc.,
"3172	Signality System Engineering Co.", Ltd,
"3173	Eminence Enterprise Co.", Ltd,
"3174	Rexon Electronics Corp.",,
"3175	Concept Telecom", Ltd,
"3184	MCT Elektronikladen",,
"3186	PEAK System",,
"3188	Optronic Laboratories Inc.",,
"3190	JMTek", LLC.,
"3191	Sipix Group", Ltd,
"3192	Detto Corp.",,
"3193	NuConnex Technologies Pte.", Ltd,
"3194	Wing-Span Enterprise Co.", Ltd,
"3206	NDA Technologies", Inc.,
"3208	Kyocera Wireless Corp.",,
"3209	Honda Tsushin Kogyo Co.", Ltd,
"3210	Pathway Connectivity", Inc.,
"3211	Wavefly Corp.",,
"3212	Coactive Networks",,
"3213	Tempo",,
"3214	Cesscom Co.", Ltd,
"3215	Applied Microsystems",,
"3224	Berkshire Products", Inc.,
"3225	Innochips Co.", Ltd,
"3226	Hanwool Robotics Corp.",,
"3227	Jobin Yvon", Inc.,
"3229	SemTek",,
"3234	Zyfer",,
"3235	Sega Corp.",,
"3236	ST&T Instrument Corp.",,
"3237	BAE Systems Canada", Inc.,
"3238	Castles Technology Co.", Ltd,
"3239	Information Systems Laboratories",,
"3245	Motorola CGISS",,
"3246	Ascom Business Systems", Ltd,
"3247	Buslink",,
"3248	Flying Pig Systems",,
"3249	Innovonics", Inc.,
"3254	Celestix Networks", Pte., Ltd
"3255	Singatron Enterprise Co.", Ltd,
"3256	Opticis Co.", Ltd,
"3258	Trust Electronic (Shanghai) Co.", Ltd,
"3259	Shanghai Darong Electronics Co.", Ltd,
"3260	Palmax Technology Co.", Ltd,
"3261	Pentel Co.", Ltd (Electronics Equipment Div.),
"3262	Keryx Technologies", Inc.,
"3263	Union Genius Computer Co.", Ltd,
"3264	Kuon Yi Industrial Corp.",,
"3265	Given Imaging", Ltd,
"3266	Timex Corp.",,
"3267	Rimage Corp.",,
"3268	emsys GmbH",,
"3269	Sendo",,
"3270	Intermagic Corp.",,
"3271	Kontron Medical AG",,
"3272	Technotools Corp.",,
"3273	BroadMAX Technologies", Inc.,
"3274	Amphenol",,
"3275	SKNet Co.", Ltd,
"3276	Domex Technology Corp.",,
"3277	TerraTec Electronic GmbH",,
"3284	Bang Olufsen",,
"3285	LabJack Corporation",,
"3287	NewChip S.r.l.",,
"3288	JS Digitech", Inc.,
"3289	Hitachi Shin Din Cable", Ltd,
"3294	Z-Com",,
"3301	Validation Technologies International",,
"3305	pico Technology",,
"3313	e-Conn Electronic Co.", Ltd,
"3314	ENE Technology", Inc.,
"3315	Atheros Communications", Inc.,
"3316	Fomtex Corp.",,
"3317	Cellink Co.", Ltd,
"3318	Compucable Corp.",,
"3319	ishoni Networks",,
"3320	Clarisys", Inc.,
"3321	Central System Research Co.", Ltd,
"3322	Inviso", Inc.,
"3324	Minolta-QMS", Inc.,
"3327	SAFA MEDIA Co.", Ltd.,
"3334	telos EDV Systementwicklung GmbH",,
"3336	UTStarcom",,
"3339	Contemporary Controls",,
"3340	Astron Electronics Co.", Ltd,
"3341	MKNet Corp.",,
"3342	Hybrid Networks", Inc.,
"3343	Feng Shin Cable Co.", Ltd,
"3344	Elastic Networks",,
"3345	Maspro Denkoh Corp.",,
"3346	Hansol Electronics", Inc.,
"3347	BMF Corp.",,
"3348	Array Comm", Inc.,
"3349	OnStream b.v.",,
"3350	Hi-Touch Imaging Technologies Co.", Ltd,
"3351	NALTEC", Inc.,
"3352	coaXmedia",,
"3353	Hank Connection Industrial Co.", Ltd,
"3368	NXP",,
"3378	Leo Hui Electric Wire & Cable Co.", Ltd,
"3379	AirSpeak", Inc.,
"3380	Rearden Steel Technologies",,
"3381	Dah Kun Co.", Ltd,
"3386	Posiflex Technologies", Inc.,
"3388	Sri Cable Technology", Ltd,
"3389	Tangtop Technology Co.", Ltd,
"3390	Fitcom", inc.,
"3391	MTS Systems Corp.",,
"3392	Ascor", Inc.,
"3393	Ta Yun Terminals Industrial Co.", Ltd,
"3394	Full Der Co.", Ltd,
"3398	Kobil Systems GmbH",,
"3401	Maxtor",,
"3402	NF Corp.",,
"3403	Grape Systems", Inc.,
"3404	Tedas AG",,
"3405	Coherent", Inc.,
"3406	Agere Systems Netherland BV",,
"3407	EADS Airbus France",,
"3408	Cleware GmbH",,
"3409	Volex (Asia) Pte.", Ltd,
"3411	HMI Co.", Ltd,
"3412	Holon Corp.",,
"3413	ASKA Technologies", Inc.,
"3414	AVLAB Technology", Inc.,
"3415	Solomon Microtech", Ltd,
"3420	SMC Networks", Inc.,
"3422	Myacom", Ltd,
"3423	CSI", Inc.,
"3424	IVL Technologies", Ltd,
"3425	Meilu Electronics (Shenzhen) Co.", Ltd,
"3426	Darfon Electronics Corp.",,
"3427	Fritz Gegauf AG",,
"3428	DXG Technology Corp.",,
"3429	KMJP Co.", Ltd,
"3430	TMT",,
"3431	Advanet", Inc.,
"3432	Super Link Electronics Co.", Ltd,
"3433	NSI",,
"3434	Megapower International Corp.",,
"3435	And-Or Logic",,
"3440	Try Computer Co.", Ltd,
"3441	Hirakawa Hewtech Corp.",,
"3442	Winmate Communication", Inc.,
"3443	Hit's Communications", Inc.,
"3446	MFP Korea", Inc.,
"3447	Power Sentry/Newpoint",,
